treatment,seed,lr,model_depth,retained_depth,mask,is_prefix,keeps_first,is_alternating,ce,accuracy,excess_ce,accuracy_change,full_ce,full_accuracy
constant_ild,2701,0.0003,6,3,000111,False,False,False,0.40856635570526123,0.8861111402511597,0.32392585277557373,-0.0972222089767456,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,111100,True,True,False,0.0930602103471756,0.9833333492279053,0.008419707417488098,0.0,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,111010,False,True,False,0.09323494881391525,0.980555534362793,0.008594445884227753,-0.0027778148651123047,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,111001,False,True,False,0.09388241171836853,0.980555534362793,0.00924190878868103,-0.0027778148651123047,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,110110,False,True,False,0.08747585862874985,0.9861111044883728,0.0028353556990623474,0.0027777552604675293,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,110101,False,True,False,0.08806032687425613,0.9861111044883728,0.003419823944568634,0.0027777552604675293,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,110011,False,True,False,0.09331437945365906,0.9861111044883728,0.008673876523971558,0.0027777552604675293,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,101110,False,True,False,0.09019508212804794,0.980555534362793,0.005554579198360443,-0.0027778148651123047,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,101101,False,True,False,0.09089603275060654,0.9833333492279053,0.006255529820919037,0.0,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,101011,False,True,False,0.09572568535804749,0.980555534362793,0.011085182428359985,-0.0027778148651123047,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,100111,False,True,False,0.1126231700181961,0.9750000238418579,0.027982667088508606,-0.008333325386047363,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,011110,False,False,False,0.25036630034446716,0.9416666626930237,0.16572579741477966,-0.04166668653488159,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,011101,False,False,False,0.25169897079467773,0.9388889074325562,0.16705846786499023,-0.04444444179534912,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,011011,False,False,False,0.2545469105243683,0.9361110925674438,0.1699064075946808,-0.047222256660461426,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,010111,False,False,False,0.27219158411026,0.9388889074325562,0.1875510811805725,-0.04444444179534912,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,4,001111,False,False,False,0.30798664689064026,0.8999999761581421,0.22334614396095276,-0.08333337306976318,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,5,111110,True,True,False,0.08458580076694489,0.9833333492279053,-5.4702162742614746e-05,0.0,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,5,111101,False,True,False,0.08555418998003006,0.9833333492279053,0.0009136870503425598,0.0,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,5,111011,False,True,False,0.08769470453262329,0.980555534362793,0.003054201602935791,-0.0027778148651123047,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,5,110111,False,True,False,0.07935899496078491,0.9861111044883728,-0.005281507968902588,0.0027777552604675293,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,5,101111,False,True,False,0.08093810081481934,0.980555534362793,-0.003702402114868164,-0.0027778148651123047,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,5,011111,False,False,False,0.2517452538013458,0.9361110925674438,0.16710475087165833,-0.047222256660461426,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,6,111111,True,True,False,0.0846405029296875,0.9833333492279053,0.0,0.0,0.0846405029296875,0.9833333492279053
decreasing_ild,2701,0.0003,6,1,100000,True,True,False,0.5138036608695984,0.9305555820465088,0.42945531755685806,-0.052777767181396484,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,1,010000,False,False,False,0.6244958639144897,0.875,0.5401475206017494,-0.10833334922790527,0.08434834331274033,0.9833333492279053
